protocol,file,application_flow_count,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,throughput_bps,throughput_mbps,pdr_percent,loss_percent,avg_delay_s,avg_delay_ms,avg_jitter_s,avg_jitter_ms
AODV,final1000_AODV_198.xml,2,29298,7997,21181,15820920,4318380,493529.14285714284,0.49352914285714283,27.29537852413134,72.70462147586866,0.09264554207827935,92.64554207827935,0.001739312242090784,1.739312242090784
AODV,final1000_AODV_199.xml,2,29298,6456,22378,15820920,3486240,398427.4285714286,0.3984274285714286,22.035633831660864,77.96436616833914,0.19830219950433706,198.30219950433707,0.0046614312267657994,4.661431226765799
AODV,final1000_AODV_2.xml,2,29298,2141,27029,15820920,1156140,132130.2857142857,0.1321302857142857,7.307666052290259,92.69233394770974,0.12661279775805698,126.61279775805697,0.002087655301261093,2.0876553012610928
AODV,final1000_AODV_20.xml,2,29298,7089,22145,15820920,3828060,437492.5714285714,0.4374925714285714,24.196190866270737,75.80380913372926,0.001409136690647482,1.409136690647482,7.483678939201581e-05,0.07483678939201581
AODV,final1000_AODV_200.xml,2,29298,7217,20737,15820920,3897180,445392.0,0.445392,24.633080756365622,75.36691924363438,0.10566274075100457,105.66274075100456,0.0063306734100041576,6.330673410004158
AODV,final1000_AODV_201.xml,2,29298,1131,28034,15820920,610740,69798.85714285714,0.06979885714285715,3.8603317632602905,96.13966823673971,0.13113351016799293,131.13351016799294,0.006487789566755085,6.487789566755085
AODV,final1000_AODV_202.xml,2,29298,6147,23023,15820920,3319380,379357.71428571426,0.37935771428571424,20.980954331353676,79.01904566864633,0.013940409956076134,13.940409956076135,0.00042682609402960793,0.4268260940296079
AODV,final1000_AODV_203.xml,2,29298,11158,14919,15820920,6025320,688608.0,0.688608,38.08451088811523,61.91548911188477,0.02743497042480731,27.43497042480731,0.0010761229611041406,1.0761229611041405
AODV,final1000_AODV_204.xml,2,29298,13578,15360,15820920,7332120,837956.5714285715,0.8379565714285715,46.344460372721684,53.655539627278316,0.019126307261746942,19.12630726174694,0.0005628465164236265,0.5628465164236265
AODV,final1000_AODV_205.xml,2,29298,2363,26568,15820920,1276020,145830.85714285713,0.14583085714285712,8.065396955423578,91.93460304457642,0.05649784172661871,56.49784172661871,0.002792517985611511,2.7925179856115108
AODV,final1000_AODV_206.xml,2,29298,6037,23133,15820920,3259980,372569.14285714284,0.3725691428571428,20.60550208205338,79.39449791794661,0.01927000165645188,19.270001656451882,0.0010314030147424219,1.0314030147424218
